Time,Name,Attachment,Meet Name,Date,Event,Cut,Place
01:06.1,Jason Kim,Irvine Novaquatics,2016 CA NOVA May LC Meet,5/1/16,100 FL LCM Male,2012-2016 AAAA,Final 1st
01:06.8,Jason Kim,Irvine Novaquatics,2016 CA - NOVA JAG Champs,6/17/16,100 FL LCM Male,2012-2016 AA,Final 15th
01:06.9,Jason Kim,Irvine Novaquatics,2016 CA NOVA July 'Blue' LC Meet,7/9/16,100 FL LCM Male,2012-2016 AA,Final 2nd
01:06.9,Jason Kim,Irvine Novaquatics,2017 CA NOVA April 'Blue' LCM,4/9/17,100 FL LCM Male,2016-2020 A,Final 2nd
01:08.0,Jason Kim,Irvine Novaquatics,2016 CA NOVApril Long Course M,4/17/16,100 FL LCM Male,2012-2016 AAAA,Final 5th
01:12.0,Jason Kim,Irvine Novaquatics,2016 CA NOVA March 'Blue' LC Meet,3/5/16,100 FL LCM Male,2012-2016 AAA,Final 10th
01:13.1,Jason Kim,Irvine Novaquatics,2015 CA NOVA Blue LC Meet,7/12/15,100 FL LCM Male,2012-2016 AA,Final 2nd
01:15.4,Jason Kim,Irvine Novaquatics,2015 CA NOVApril LC Intrasquad,4/19/15,100 FL LCM Male,2012-2016 AA,Final 15th
01:16.6,Jason Kim,Irvine Novaquatics,2015 CA NOVA March lc 'Blue' M,3/8/15,100 FL LCM Male,2012-2016 A,Final 9th
02:15.6,Jason Kim,Irvine Novaquatics,2022 CA Speedo Grand Challenge,5/29/22,200 FL LCM Male,"""Slower than B""",Prelim 46th
02:20.2,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/18/17,200 FL LCM Male,2016-2020 AAA,Final 9th
02:21.1,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/26/17,200 FL LCM Male,2016-2020 AAA,Prelim 3rd
02:22.1,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/26/17,200 FL LCM Male,2016-2020 AAA,Final 4th
02:23.2,Jason Kim,Irvine Novaquatics,2018 CA SCS/MVN Summer JOs,8/2/18,200 FL LCM Male,2016-2020 A,Prelim 21st
02:24.3,Jason Kim,Irvine Novaquatics,2019 CA NOVA JAG,6/16/19,200 FL LCM Male,2016-2020 A,Prelim 38th
02:24.8,Jason Kim,Irvine Novaquatics,2018 CA MVN Fran Crippen SMOC,6/22/18,200 FL LCM Male,2016-2020 A,Prelim 95th
02:25.5,Jason Kim,Irvine Novaquatics,2019 CA MVN Summer JO's,7/24/19,200 FL LCM Male,2016-2020 A,Prelim 18th
02:25.6,Jason Kim,Irvine Novaquatics,2017 CA NOVA July 'Blue' LC Meet,7/9/17,200 FL LCM Male,2016-2020 AA,Final 4th
02:28.4,Jason Kim,Irvine Novaquatics,2017 CA NOVA June 'Blue' LC Meet,6/4/17,200 FL LCM Male,2016-2020 AA,Final 2nd
02:30.1,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/18/17,200 FL LCM Male,2016-2020 A,Prelim 14th
02:38.7,Jason Kim,Irvine Novaquatics,2017 CA NOVA April 'Blue' LCM,4/8/17,200 FL LCM Male,2016-2020 BB,Final 5th
02:40.8,Jason Kim,Irvine Novaquatics,2016 CA NOVA July 'Blue' LC Meet,7/10/16,200 FL LCM Male,2012-2016 BB,Final 6th
02:41.7,Jason Kim,Irvine Novaquatics,2016 CA NOVApril Long Course M,4/16/16,200 FL LCM Male,2012-2016 AA,Final 7th
02:43.3,Jason Kim,Irvine Novaquatics,2015 CA NOVApril LC Intrasquad,4/18/15,200 FL LCM Male,2012-2016 AA,Final 5th
02:17.7,Jason Kim,Irvine Novaquatics,2021 CA So Cal Invite,7/11/21,200 IM LCM Male,"""AA""",Prelim 31st
02:19.3,Jason Kim,Irvine Novaquatics,2018 CA Armada April SR Meet,4/22/18,200 IM LCM Male,2016-2020 AAA,Final 20th
02:19.4,Jason Kim,Irvine Novaquatics,2019 CA Los Angeles Invite,7/14/19,200 IM LCM Male,2016-2020 AA,Prelim 110th
02:20.4,Jason Kim,Irvine Novaquatics,2018 CA Armada April SR Meet,4/22/18,200 IM LCM Male,2016-2020 AAA,Prelim 27th
02:21.4,Jason Kim,Irvine Novaquatics,2018 CA SCS/MVN Summer JOs,8/4/18,200 IM LCM Male,2016-2020 AA,Prelim 21st
02:21.8,Jason Kim,Irvine Novaquatics,2021 CA NOVA Time Trials,5/2/21,200 IM LCM Male,"""AA""",Final 5th
02:23.2,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/29/16,200 IM LCM Male,2012-2016 AAA,Final 12th
02:23.2,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/28/17,200 IM LCM Male,2016-2020 AAA,Prelim 7th
02:23.7,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/28/17,200 IM LCM Male,2016-2020 AAA,Final 8th
02:24.0,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/29/16,200 IM LCM Male,2012-2016 AAA,Prelim 13th
02:24.3,Jason Kim,Irvine Novaquatics,2019 CA NOVA June Blue LCM,6/1/19,200 IM LCM Male,2016-2020 AA,Final 6th
02:25.3,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/15/17,200 IM LCM Male,2016-2020 AAA,Prelim 11th
02:26.3,Jason Kim,Irvine Novaquatics,2016 CA NOVA July 'Blue' LC Meet,7/9/16,200 IM LCM Male,2012-2016 AAA,Final 2nd
02:26.4,Jason Kim,Irvine Novaquatics,2017 CA NOVA July 'Blue' LC Meet,7/8/17,200 IM LCM Male,2016-2020 AA,Final 3rd
02:26.7,Jason Kim,Irvine Novaquatics,2016 CA - NOVA JAG Champs,6/16/16,200 IM LCM Male,2012-2016 AAA,Prelim 18th
02:27.4,Jason Kim,Irvine Novaquatics,2017 CA NOVA April 'Blue' LCM,4/9/17,200 IM LCM Male,2016-2020 AA,Final 2nd
02:27.6,Jason Kim,Irvine Novaquatics,2017 CA NOVA May 'Blue' LC Meet,5/6/17,200 IM LCM Male,2016-2020 AA,Final 3rd
02:27.6,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/15/17,200 IM LCM Male,2016-2020 AA,Final 15th
02:28.1,Jason Kim,Irvine Novaquatics,2017 CA NOVA June 'Blue' LC Meet,6/3/17,200 IM LCM Male,2016-2020 AA,Final 3rd
02:33.5,Jason Kim,Irvine Novaquatics,2016 CA NOVApril Long Course M,4/17/16,200 IM LCM Male,2012-2016 AAA,Final 5th
02:35.9,Jason Kim,Irvine Novaquatics,2015 CA NOVA/SCS - June Age Gr,6/20/15,200 IM LCM Male,2012-2016 AAA,Final 9th
02:37.8,Jason Kim,Irvine Novaquatics,2015 CA NOVApril LC Intrasquad,4/19/15,200 IM LCM Male,2012-2016 AAA,Final 6th
02:44.5,Jason Kim,Irvine Novaquatics,2015 CA NOVA Blue LC Meet,7/11/15,200 IM LCM Male,2012-2016 AA,Final 2nd
02:47.7,Jason Kim,Irvine Novaquatics,2015 CA Speedo Grand Challenge,5/24/15,200 IM LCM Male,2012-2016 AA,Prelim 19th
02:48.8,Jason Kim,Irvine Novaquatics,2014 CA NOVA - June Age Group,6/19/14,200 IM LCM Male,2012-2016 A,Final 27th
02:49.5,Jason Kim,Irvine Novaquatics,2014 CA MVN Summer Junior Olym,7/23/14,200 IM LCM Male,2012-2016 A,Prelim 30th
02:54.0,Jason Kim,Irvine Novaquatics,2014 CA GWSC BR LCM,5/30/14,200 IM LCM Male,2012-2016 A,Final 9th
03:03.7,Jason Kim,Irvine Novaquatics,2014 CA NOVA April 'Blue' LC M,4/5/14,200 IM LCM Male,2012-2016 AA,Final 20th
05:13.1,Jason Kim,Irvine Novaquatics,2017 CA NOVA June 'Blue' LC Meet,6/2/17,400 IM LCM Male,2016-2020 AA,Final 1st
05:34.6,Jason Kim,Irvine Novaquatics,2016 CA NOVA Distance Meet,3/19/16,400 IM LCM Male,2012-2016 AAA,Final 9th
05:36.0,Jason Kim,Irvine Novaquatics,2015 CA NOVApril LC Intrasquad,4/18/15,400 IM LCM Male,2012-2016 AAA,Final 5th
01:38.9,Jason Kim,Irvine Novaquatics,2018 CA SCS/MVN Summer JOs,8/3/18,200 FR-R LCM Male,"""Slower than B""",Final 1st
01:39.9,Jason Kim,Irvine Novaquatics,2019 CA MVN Summer JO's,7/28/19,200 FR-R LCM Male,"""Slower than B""",Final 1st
01:40.6,Jason Kim,Irvine Novaquatics,2021 CA MVN Summer JO's,7/23/21,200 FR-R LCM Male,"""Slower than B""",Final 4th
01:42.3,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/31/16,200 FR-R LCM Male,"""Slower than B""",Final 1st
01:44.7,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/17/17,200 FR-R LCM Male,"""Slower than B""",Final 2nd
01:44.9,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/30/17,200 FR-R LCM Male,"""Slower than B""",Final 1st
01:46.9,Jason Kim,Irvine Novaquatics,2016 CA - NOVA JAG Champs,6/18/16,200 FR-R LCM Male,"""Slower than B""",Final 3rd
01:48.0,Jason Kim,Irvine Novaquatics,2016 CC Summer Slam Champs,6/26/16,200 FR-R LCM Male,"""Slower than B""",Final 3rd
01:49.8,Jason Kim,Irvine Novaquatics,2016 CC Summer Slam Duals,6/25/16,200 FR-R LCM Male,"""Slower than B""",Final 2nd
01:55.1,Jason Kim,Irvine Novaquatics,2015 CA NOVA/SCS - June Age Gr,6/20/15,200 FR-R LCM Male,"""Slower than B""",Final 1st
03:40.2,Jason Kim,Irvine Novaquatics,2021 CA MVN Summer JO's,7/25/21,400 FR-R LCM Male,2022 Futures (LCM),Final 2nd
03:49.9,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/31/16,400 FR-R LCM Male,"""Slower than B""",Final 2nd
03:51.4,Jason Kim,Irvine Novaquatics,2016 CA - NOVA JAG Champs,6/19/16,400 FR-R LCM Male,"""Slower than B""",Final 2nd
03:52.2,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/30/17,400 FR-R LCM Male,"""Slower than B""",Final 1st
03:58.3,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/18/17,400 FR-R LCM Male,"""Slower than B""",Final 6th
04:10.8,Jason Kim,Irvine Novaquatics,2015 CA NOVA/SCS - June Age Gr,6/21/15,400 FR-R LCM Male,"""Slower than B""",Final 2nd
08:06.9,Jason Kim,Irvine Novaquatics,2019 CA MVN Summer JO's,7/28/19,800 FR-R LCM Male,"""Slower than B""",Final 2nd
08:15.7,Jason Kim,Irvine Novaquatics,2021 CA MVN Summer JO's,7/22/21,800 FR-R LCM Male,"""Slower than B""",Final 6th
08:17.4,Jason Kim,Irvine Novaquatics,2018 CA SCS/MVN Summer JOs,8/2/18,800 FR-R LCM Male,"""Slower than B""",Final 4th
08:23.6,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/30/17,800 FR-R LCM Male,"""Slower than B""",Final 1st
08:35.5,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/31/16,800 FR-R LCM Male,"""Slower than B""",Final 2nd
08:39.1,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/15/17,800 FR-R LCM Male,"""Slower than B""",Final 4th
08:46.7,Jason Kim,Irvine Novaquatics,2016 CA - NOVA JAG Champs,6/16/16,800 FR-R LCM Male,"""Slower than B""",Final 3rd
01:53.9,Jason Kim,Irvine Novaquatics,2021 CA MVN Summer JO's,7/23/21,200 MED-R LCM Male,"""Slower than B""",Final 3rd
01:55.7,Jason Kim,Irvine Novaquatics,2019 CA MVN Summer JO's,7/28/19,200 MED-R LCM Male,"""Slower than B""",Final 4th
01:57.4,Jason Kim,Irvine Novaquatics,2018 CA SCS/MVN Summer JOs,8/3/18,200 MED-R LCM Male,"""Slower than B""",Final 8th
01:57.9,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/30/17,200 MED-R LCM Male,"""Slower than B""",Final 1st
01:57.9,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/17/17,200 MED-R LCM Male,"""Slower than B""",Final 2nd
01:58.7,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/31/16,200 MED-R LCM Male,"""Slower than B""",Final 3rd
02:05.2,Jason Kim,Irvine Novaquatics,2016 CC Summer Slam Champs,6/26/16,200 MED-R LCM Male,"""Slower than B""",Final 7th
02:05.5,Jason Kim,"NOVA of Virginia Aquatics, Inc",2016 CC Summer Slam Duals,6/25/16,200 MED-R LCM Male,"""Slower than B""",Final 3rd
02:05.6,Jason Kim,Irvine Novaquatics,2016 CA - NOVA JAG Champs,6/18/16,200 MED-R LCM Male,"""Slower than B""",Final 5th
02:08.8,Jason Kim,Irvine Novaquatics,2015 CA NOVA/SCS - June Age Gr,6/20/15,200 MED-R LCM Male,"""Slower than B""",Final 2nd
04:06.5,Jason Kim,Irvine Novaquatics,2021 CA MVN Summer JO's,7/24/21,400 MED-R LCM Male,"""Slower than B""",Final 4th
04:11.5,Jason Kim,Irvine Novaquatics,2018 CA SCS/MVN Summer JOs,8/4/18,400 MED-R LCM Male,"""Slower than B""",Final 4th
04:16.1,Jason Kim,Irvine Novaquatics,2017 CA RAA SUMMER JOS,7/30/17,400 MED-R LCM Male,"""Slower than B""",Final 1st
04:16.8,Jason Kim,Irvine Novaquatics,2017 CA SCS/NOVA JAG,6/16/17,400 MED-R LCM Male,"""Slower than B""",Final 3rd
04:20.0,Jason Kim,Irvine Novaquatics,2019 CA MVN Summer JO's,7/28/19,400 MED-R LCM Male,"""Slower than B""",Final 8th
04:25.6,Jason Kim,Irvine Novaquatics,2016 CA MVN SUMMER JOS + TIME TRIALS,7/31/16,400 MED-R LCM Male,"""Slower than B""",Final 5th
04:32.6,Jason Kim,Irvine Novaquatics,2016 CA - NOVA JAG Champs,6/17/16,400 MED-R LCM Male,"""Slower than B""",Final 7th
04:40.8,Jason Kim,Irvine Novaquatics,2015 CA NOVA/SCS - June Age Gr,6/19/15,400 MED-R LCM Male,"""Slower than B""",Final 1st
03:32.1,Bryce Grover,Sandpipers Of Nevada,2016 CA Team Rebel Aquatics Long,4/10/16,200 BR LCM Male,Slower than B,Final 7th
01:34.0,Bryce Grover,Sandpipers Of Nevada,2016 CA Team Rebel Aquatics Long,4/10/16,100 FL LCM Male,Slower than B,Final 6th
33.7,Bryce Grover,Sandpipers Of Nevada,2016 CA Team Rebel Aquatics Long,4/9/16,50 FR LCM Male,2012-2016 B,Final 6th
02:42.1,Bryce Grover,Sandpipers Of Nevada,2016 CA Team Rebel Aquatics Long,4/9/16,200 FR LCM Male,2012-2016 B,Final 5th
01:24.3,Bryce Grover,Sandpipers Of Nevada,2016 CA Team Rebel Aquatics Long,4/9/16,100 BK LCM Male,2012-2016 B,Final 2nd
01:37.6,Bryce Grover,Sandpipers Of Nevada,2016 CA Team Rebel Aquatics Long,4/9/16,100 BR LCM Male,Slower than B,Final 3rd
29.87,Bryce Grover,Sandpipers Of Nevada,2016 CA TYR Desert Committee Champs,3/6/16,50 FR SCY Male,2012-2016 BB,Final 13th
31.03,Bryce Grover,Sandpipers Of Nevada,2016 CA TYR Desert Committee Champs,3/6/16,50 FR SCY Male,2012-2016 B,Prelim 15th
06:51.2,Bryce Grover,Sandpipers Of Nevada,2016 CA TYR Desert Committee Champs,3/6/16,500 FR SCY Male,2012-2016 B,Final 7th
34.8,Bryce Grover,Sandpipers Of Nevada,2016 CA TYR Desert Committee Champs,3/6/16,50 FL SCY Male,2012-2016 B,Final 14th
36.12,Bryce Grover,Sandpipers Of Nevada,2016 CA TYR Desert Committee Champs,3/6/16,50 FL SCY Male,2012-2016 B,Prelim 12th
02:45.8,Bryce Grover,Sandpipers Of Nevada,2016 CA TYR Desert Committee Champs,3/6/16,200 IM SCY Male,2012-2016 BB,Prelim 11th
02:48.8,Bryce Grover,Sandpipers Of Nevada,2016 CA TYR Desert Committee Champs,3/6/16,200 IM SCY Male,2012-2016 B,Final 13th
02:26.3,Bryce Grover,Sandpipers Of Nevada,2016 CA TYR Desert Committee Champs,3/5/16,200 FR SCY Male,2012-2016 B,Prelim 14th
02:29.5,Bryce Grover,Sandpipers Of Nevada,2016 CA TYR Desert Committee Champs,3/5/16,200 FR SCY Male,2012-2016 B,Final 15th
01:15.0,Bryce Grover,Sandpipers Of Nevada,2016 CA TYR Desert Committee Champs,3/5/16,100 BK SCY Male,2012-2016 BB,Final 13th
01:15.2,Bryce Grover,Sandpipers Of Nevada,2016 CA TYR Desert Committee Champs,3/5/16,100 BK SCY Male,2012-2016 BB,Prelim 16th
01:19.0,Bryce Grover,Sandpipers Of Nevada,2016 CA TYR Desert Committee Champs,3/5/16,100 FL SCY Male,2012-2016 B,Prelim 10th
01:20.5,Bryce Grover,Sandpipers Of Nevada,2016 CA TYR Desert Committee Champs,3/5/16,100 FL SCY Male,2012-2016 B,Final 10th
02:18.0,Bryce Grover,Sandpipers Of Nevada,2016 CA TYR Desert Committee Champs,3/5/16,200 MED-R SCY Male,Slower than B,Final 4th
39.81,Bryce Grover,Sandpipers Of Nevada,2016 CC CCS SCY JO Champs,2/15/16,50 BR SCY Male,2012-2016 BB,Prelim 16th
40.12,Bryce Grover,Sandpipers Of Nevada,2016 CC CCS SCY JO Champs,2/15/16,50 BR SCY Male,2012-2016 BB,Final 15th
02:48.7,Bryce Grover,Sandpipers Of Nevada,2016 CC CCS SCY JO Champs,2/15/16,200 IM SCY Male,2012-2016 B,Prelim 22nd
29.5,Bryce Grover,Sandpipers Of Nevada,2016 CC CCS SCY JO Champs,2/14/16,50 FR SCY Male,2012-2016 BB,Prelim 31st
34.25,Bryce Grover,Sandpipers Of Nevada,2016 CC CCS SCY JO Champs,2/14/16,50 FL SCY Male,2012-2016 BB,Prelim 23rd
01:14.4,Bryce Grover,Sandpipers Of Nevada,2016 CC CCS SCY JO Champs,2/13/16,100 BK SCY Male,2012-2016 BB,Prelim 17th
01:16.4,Bryce Grover,Sandpipers Of Nevada,2016 CC CCS SCY JO Champs,2/13/16,100 IM SCY Male,2012-2016 BB,Prelim 29th
34.6,Bryce Grover,Sandpipers Of Nevada,2016 CC CCS SCY JO Champs,2/12/16,50 BK SCY Male,2012-2016 BB,Prelim 14th
35.03,Bryce Grover,Sandpipers Of Nevada,2016 CC CCS SCY JO Champs,2/12/16,50 BK SCY Male,2012-2016 BB,Final 14th
01:16.8,Bryce Grover,Sandpipers Of Nevada,2016 CC CCS SCY JO Champs,2/12/16,100 FL SCY Male,2012-2016 BB,Final 16th
01:17.6,Bryce Grover,Sandpipers Of Nevada,2016 CC CCS SCY JO Champs,2/12/16,100 FL SCY Male,2012-2016 B,Prelim 16th
29.62,Bryce Grover,Sandpipers Of Nevada,2016 CA Desert Storm BRW,1/30/16,50 FR SCY Male,2012-2016 BB,Final 8th
02:31.5,Bryce Grover,Sandpipers Of Nevada,2016 CA Desert Storm BRW,1/30/16,200 FR SCY Male,2012-2016 B,Final 4th
01:17.1,Bryce Grover,Sandpipers Of Nevada,2016 CA Desert Storm BRW,1/30/16,100 FL SCY Male,2012-2016 BB,Final 2nd
01:10.4,Bryce Grover,Sandpipers Of Nevada,2016 CA TRA Mid Winter Invite,1/10/16,100 FR SCY Male,2012-2016 B,Final 3rd
01:29.7,Bryce Grover,Sandpipers Of Nevada,2016 CA TRA Mid Winter Invite,1/10/16,100 BR SCY Male,2012-2016 B,Final 2nd
02:46.9,Bryce Grover,Sandpipers Of Nevada,2016 CA TRA Mid Winter Invite,1/10/16,200 IM SCY Male,2012-2016 BB,Final 1st
30.6,Bryce Grover,Sandpipers Of Nevada,2016 CA TRA Mid Winter Invite,1/9/16,50 FR SCY Male,2012-2016 BB,Final 2nd
02:33.4,Bryce Grover,Sandpipers Of Nevada,2016 CA TRA Mid Winter Invite,1/9/16,200 FR SCY Male,2012-2016 B,Final 4th
40.05,Bryce Grover,Sandpipers Of Nevada,2016 CA TRA Mid Winter Invite,1/9/16,50 BR SCY Male,2012-2016 BB,Final 7th
01:16.8,Bryce Grover,Sandpipers Of Nevada,2016 CA TRA Mid Winter Invite,1/9/16,100 IM SCY Male,2012-2016 BB,Final 1st
34.21,Bryce Grover,Sandpipers Of Nevada,2015 CA LAS VEGAS INVITE,12/6/15,50 FL SCY Male,2012-2016 BB,Prelim 17th
01:14.2,Bryce Grover,Sandpipers Of Nevada,2015 CA LAS VEGAS INVITE,12/5/15,100 BK SCY Male,2012-2016 BB,Prelim 14th
40.42,Bryce Grover,Sandpipers Of Nevada,2015 CA LAS VEGAS INVITE,12/5/15,50 BR SCY Male,2012-2016 B,Prelim 17th
34.13,Bryce Grover,Sandpipers Of Nevada,2015 CA LAS VEGAS INVITE,12/4/15,50 BK SCY Male,2012-2016 BB,Prelim 15th
31.12,Bryce Grover,Sandpipers Of Nevada,2015 CA NV State SC Championship,11/8/15,50 FR SCY Male,2012-2016 B,Prelim 30th
31.12,Bryce Grover,Sandpipers Of Nevada,2015 CA Nevada State SC Championship,11/8/15,50 FR SCY Male,2012-2016 B,Prelim 30th
35.71,Bryce Grover,Sandpipers Of Nevada,2015 CA Nevada State SC Championship,11/8/15,50 BK SCY Male,2012-2016 BB,Prelim 22nd
35.71,Bryce Grover,Sandpipers Of Nevada,2015 CA NV State SC Championship,11/8/15,50 BK SCY Male,2012-2016 BB,Prelim 22nd
02:50.2,Bryce Grover,Sandpipers Of Nevada,2015 CA Nevada State SC Championship,11/8/15,200 IM SCY Male,2012-2016 B,Final 16th
02:50.2,Bryce Grover,Sandpipers Of Nevada,2015 CA NV State SC Championship,11/8/15,200 IM SCY Male,2012-2016 B,Final 16th
02:51.3,Bryce Grover,Sandpipers Of Nevada,2015 CA NV State SC Championship,11/8/15,200 IM SCY Male,2012-2016 B,Prelim 15th
02:51.3,Bryce Grover,Sandpipers Of Nevada,2015 CA Nevada State SC Championship,11/8/15,200 IM SCY Male,2012-2016 B,Prelim 15th
01:10.8,Bryce Grover,Sandpipers Of Nevada,2015 CA NV State SC Championship,11/7/15,100 FR SCY Male,2012-2016 B,Prelim 36th
01:10.8,Bryce Grover,Sandpipers Of Nevada,2015 CA Nevada State SC Championship,11/7/15,100 FR SCY Male,2012-2016 B,Prelim 36th
01:17.7,Bryce Grover,Sandpipers Of Nevada,2015 CA NV State SC Championship,11/7/15,100 IM SCY Male,2012-2016 B,Prelim 25th
01:17.7,Bryce Grover,Sandpipers Of Nevada,2015 CA Nevada State SC Championship,11/7/15,100 IM SCY Male,2012-2016 B,Prelim 25th
01:58.8,Bryce Grover,Sandpipers Of Nevada,2015 CA Nevada State SC Championship,11/7/15,200 FR-R SCY Male,Slower than B,Final 4th
01:58.8,Bryce Grover,Sandpipers Of Nevada,2015 CA NV State SC Championship,11/7/15,200 FR-R SCY Male,Slower than B,Final 4th
02:28.6,Bryce Grover,Sandpipers Of Nevada,2015 CA NV State SC Championship,11/6/15,200 FR SCY Male,2012-2016 B,Prelim 22nd
02:28.6,Bryce Grover,Sandpipers Of Nevada,2015 CA Nevada State SC Championship,11/6/15,200 FR SCY Male,2012-2016 B,Prelim 22nd
35.1,Bryce Grover,Sandpipers Of Nevada,2015 CA NV State SC Championship,11/6/15,50 BK SCY Male,2012-2016 BB,
35.1,Bryce Grover,Sandpipers Of Nevada,2015 CA Nevada State SC Championship,11/6/15,50 BK SCY Male,2012-2016 BB,
01:14.6,Bryce Grover,Sandpipers Of Nevada,2015 CA Nevada State SC Championship,11/6/15,100 BK SCY Male,2012-2016 BB,Prelim 17th
01:14.6,Bryce Grover,Sandpipers Of Nevada,2015 CA NV State SC Championship,11/6/15,100 BK SCY Male,2012-2016 BB,Prelim 17th
01:15.2,Bryce Grover,Sandpipers Of Nevada,2015 CA Nevada State SC Championship,11/6/15,100 BK SCY Male,2012-2016 BB,Final 17th
01:15.2,Bryce Grover,Sandpipers Of Nevada,2015 CA NV State SC Championship,11/6/15,100 BK SCY Male,2012-2016 BB,Final 17th
02:22.4,Bryce Grover,Sandpipers Of Nevada,2015 CA Nevada State SC Championship,11/6/15,200 MED-R SCY Male,Slower than B,Final 6th
02:22.4,Bryce Grover,Sandpipers Of Nevada,2015 CA NV State SC Championship,11/6/15,200 MED-R SCY Male,Slower than B,Final 6th
02:34.3,Bryce Grover,Sandpipers Of Nevada,2015 CA Pumpkin Invitational 20,10/25/15,200 FR SCY Male,2012-2016 B,Final 4th
06:49.7,Bryce Grover,Sandpipers Of Nevada,2015 CA Pumpkin Invitational 20,10/25/15,500 FR SCY Male,2012-2016 B,Final 6th
01:18.8,Bryce Grover,Sandpipers Of Nevada,2015 CA Pumpkin Invitational 20,10/25/15,100 BK SCY Male,2012-2016 B,Final 12th
01:18.9,Bryce Grover,Sandpipers Of Nevada,2015 CA Pumpkin Invitational 20,10/25/15,100 IM SCY Male,2012-2016 B,Final 1st
01:12.1,Bryce Grover,Sandpipers Of Nevada,2015 CA Pumpkin Invitational 20,10/24/15,100 FR SCY Male,2012-2016 B,Final 3rd
01:32.7,Bryce Grover,Sandpipers Of Nevada,2015 CA Pumpkin Invitational 20,10/24/15,100 BR SCY Male,2012-2016 B,Final 7th
36.94,Bryce Grover,Sandpipers Of Nevada,2015 CA Pumpkin Invitational 20,10/24/15,50 FL SCY Male,2012-2016 B,Final 5th
02:49.8,Bryce Grover,Sandpipers Of Nevada,2015 CA Pumpkin Invitational 20,10/24/15,200 IM SCY Male,2012-2016 B,Final 3rd
01:13.9,Bryce Grover,Sandpipers Of Nevada,2015 CA Desert Storm September,9/27/15,100 FR SCY Male,Slower than B,Final 8th
36.74,Bryce Grover,Sandpipers Of Nevada,2015 CA Desert Storm September,9/27/15,50 BK SCY Male,2012-2016 B,Final 2nd
30.96,Bryce Grover,Sandpipers Of Nevada,2015 CA Desert Storm September,9/26/15,50 FR SCY Male,2012-2016 B,Final 3rd
01:18.0,Bryce Grover,Sandpipers Of Nevada,2015 CA Desert Storm September,9/26/15,100 BK SCY Male,2012-2016 B,Final 18th
01:24.6,Bryce Grover,Sandpipers Of Nevada,2015 CA Desert Storm September,9/26/15,100 FL SCY Male,Slower than B,Final 3rd
06:52.4,Bryce Grover,Sandpipers Of Nevada,2015 CA Desert Storm September,9/25/15,500 FR SCY Male,2012-2016 B,Final 7th
01:11.0,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aq End of th,8/9/15,100 FR SCY Male,2012-2016 B,Final 4th
36.91,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aq End of th,8/9/15,50 BK SCY Male,2012-2016 B,Final 1st
36.42,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aq End of th,8/9/15,50 FL SCY Male,2012-2016 B,Final 3rd
02:51.2,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aq End of th,8/9/15,200 IM SCY Male,2012-2016 B,Final 1st
31.21,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aq End of th,8/8/15,50 FR SCY Male,2012-2016 B,Final 2nd
02:38.9,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aq End of th,8/8/15,200 FR SCY Male,Slower than B,Final 3rd
01:19.8,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aq End of th,8/8/15,100 BK SCY Male,2012-2016 B,Final 1st
42.27,Bryce Grover,Sandpipers Of Nevada,2015 CA Team Rebel Aq End of th,8/8/15,50 BR SCY Male,2012-2016 B,Final 3rd
